name	type	source	detector	wavelength_nominal	units
S1-D1-760.0	MISC	S1	D1	760.0	AU
S1-D2-760.0	MISC	S1	D2	760.0	AU
S1-D10-760.0	MISC	S1	D10	760.0	AU
S1-D11-760.0	MISC	S1	D11	760.0	AU
S1-D12-760.0	MISC	S1	D12	760.0	AU
S1-D26-760.0	MISC	S1	D26	760.0	AU
S1-D59-760.0	MISC	S1	D59	760.0	AU
S2-D2-760.0	MISC	S2	D2	760.0	AU
S2-D3-760.0	MISC	S2	D3	760.0	AU
S2-D11-760.0	MISC	S2	D11	760.0	AU
S2-D12-760.0	MISC	S2	D12	760.0	AU
S2-D13-760.0	MISC	S2	D13	760.0	AU
S2-D14-760.0	MISC	S2	D14	760.0	AU
S2-D27-760.0	MISC	S2	D27	760.0	AU
S3-D3-760.0	MISC	S3	D3	760.0	AU
S3-D4-760.0	MISC	S3	D4	760.0	AU
S3-D13-760.0	MISC	S3	D13	760.0	AU
S3-D14-760.0	MISC	S3	D14	760.0	AU
S3-D15-760.0	MISC	S3	D15	760.0	AU
S3-D16-760.0	MISC	S3	D16	760.0	AU
S3-D28-760.0	MISC	S3	D28	760.0	AU
S3-D60-760.0	MISC	S3	D60	760.0	AU
S4-D4-760.0	MISC	S4	D4	760.0	AU
S4-D5-760.0	MISC	S4	D5	760.0	AU
S4-D15-760.0	MISC	S4	D15	760.0	AU
S4-D16-760.0	MISC	S4	D16	760.0	AU
S4-D17-760.0	MISC	S4	D17	760.0	AU
S4-D18-760.0	MISC	S4	D18	760.0	AU
S4-D29-760.0	MISC	S4	D29	760.0	AU
S5-D5-760.0	MISC	S5	D5	760.0	AU
S5-D6-760.0	MISC	S5	D6	760.0	AU
S5-D17-760.0	MISC	S5	D17	760.0	AU
S5-D18-760.0	MISC	S5	D18	760.0	AU
S5-D19-760.0	MISC	S5	D19	760.0	AU
S5-D20-760.0	MISC	S5	D20	760.0	AU
S5-D30-760.0	MISC	S5	D30	760.0	AU
S5-D61-760.0	MISC	S5	D61	760.0	AU
S6-D6-760.0	MISC	S6	D6	760.0	AU
S6-D7-760.0	MISC	S6	D7	760.0	AU
S6-D19-760.0	MISC	S6	D19	760.0	AU
S6-D20-760.0	MISC	S6	D20	760.0	AU
S6-D21-760.0	MISC	S6	D21	760.0	AU
S6-D22-760.0	MISC	S6	D22	760.0	AU
S6-D31-760.0	MISC	S6	D31	760.0	AU
S7-D7-760.0	MISC	S7	D7	760.0	AU
S7-D8-760.0	MISC	S7	D8	760.0	AU
S7-D21-760.0	MISC	S7	D21	760.0	AU
S7-D22-760.0	MISC	S7	D22	760.0	AU
S7-D23-760.0	MISC	S7	D23	760.0	AU
S7-D24-760.0	MISC	S7	D24	760.0	AU
S7-D32-760.0	MISC	S7	D32	760.0	AU
S7-D62-760.0	MISC	S7	D62	760.0	AU
S8-D8-760.0	MISC	S8	D8	760.0	AU
S8-D9-760.0	MISC	S8	D9	760.0	AU
S8-D23-760.0	MISC	S8	D23	760.0	AU
S8-D24-760.0	MISC	S8	D24	760.0	AU
S8-D25-760.0	MISC	S8	D25	760.0	AU
S8-D33-760.0	MISC	S8	D33	760.0	AU
S9-D1-760.0	MISC	S9	D1	760.0	AU
S9-D10-760.0	MISC	S9	D10	760.0	AU
S9-D11-760.0	MISC	S9	D11	760.0	AU
S9-D26-760.0	MISC	S9	D26	760.0	AU
S9-D34-760.0	MISC	S9	D34	760.0	AU
S9-D35-760.0	MISC	S9	D35	760.0	AU
S9-D50-760.0	MISC	S9	D50	760.0	AU
S10-D2-760.0	MISC	S10	D2	760.0	AU
S10-D10-760.0	MISC	S10	D10	760.0	AU
S10-D11-760.0	MISC	S10	D11	760.0	AU
S10-D12-760.0	MISC	S10	D12	760.0	AU
S10-D13-760.0	MISC	S10	D13	760.0	AU
S10-D26-760.0	MISC	S10	D26	760.0	AU
S10-D27-760.0	MISC	S10	D27	760.0	AU
S10-D34-760.0	MISC	S10	D34	760.0	AU
S10-D35-760.0	MISC	S10	D35	760.0	AU
S10-D36-760.0	MISC	S10	D36	760.0	AU
S10-D37-760.0	MISC	S10	D37	760.0	AU
S10-D51-760.0	MISC	S10	D51	760.0	AU
S11-D3-760.0	MISC	S11	D3	760.0	AU
S11-D12-760.0	MISC	S11	D12	760.0	AU
S11-D13-760.0	MISC	S11	D13	760.0	AU
S11-D14-760.0	MISC	S11	D14	760.0	AU
S11-D15-760.0	MISC	S11	D15	760.0	AU
S11-D27-760.0	MISC	S11	D27	760.0	AU
S11-D28-760.0	MISC	S11	D28	760.0	AU
S11-D36-760.0	MISC	S11	D36	760.0	AU
S11-D37-760.0	MISC	S11	D37	760.0	AU
S11-D38-760.0	MISC	S11	D38	760.0	AU
S11-D39-760.0	MISC	S11	D39	760.0	AU
S11-D52-760.0	MISC	S11	D52	760.0	AU
S12-D4-760.0	MISC	S12	D4	760.0	AU
S12-D14-760.0	MISC	S12	D14	760.0	AU
S12-D15-760.0	MISC	S12	D15	760.0	AU
S12-D16-760.0	MISC	S12	D16	760.0	AU
S12-D17-760.0	MISC	S12	D17	760.0	AU
S12-D28-760.0	MISC	S12	D28	760.0	AU
S12-D29-760.0	MISC	S12	D29	760.0	AU
S12-D38-760.0	MISC	S12	D38	760.0	AU
S12-D39-760.0	MISC	S12	D39	760.0	AU
S12-D40-760.0	MISC	S12	D40	760.0	AU
S12-D41-760.0	MISC	S12	D41	760.0	AU
S12-D53-760.0	MISC	S12	D53	760.0	AU
S13-D5-760.0	MISC	S13	D5	760.0	AU
S13-D16-760.0	MISC	S13	D16	760.0	AU
S13-D17-760.0	MISC	S13	D17	760.0	AU
S13-D18-760.0	MISC	S13	D18	760.0	AU
S13-D19-760.0	MISC	S13	D19	760.0	AU
S13-D29-760.0	MISC	S13	D29	760.0	AU
S13-D30-760.0	MISC	S13	D30	760.0	AU
S13-D40-760.0	MISC	S13	D40	760.0	AU
S13-D41-760.0	MISC	S13	D41	760.0	AU
S13-D42-760.0	MISC	S13	D42	760.0	AU
S13-D43-760.0	MISC	S13	D43	760.0	AU
S13-D54-760.0	MISC	S13	D54	760.0	AU
S14-D6-760.0	MISC	S14	D6	760.0	AU
S14-D18-760.0	MISC	S14	D18	760.0	AU
S14-D19-760.0	MISC	S14	D19	760.0	AU
S14-D20-760.0	MISC	S14	D20	760.0	AU
S14-D21-760.0	MISC	S14	D21	760.0	AU
S14-D30-760.0	MISC	S14	D30	760.0	AU
S14-D31-760.0	MISC	S14	D31	760.0	AU
S14-D42-760.0	MISC	S14	D42	760.0	AU
S14-D43-760.0	MISC	S14	D43	760.0	AU
S14-D44-760.0	MISC	S14	D44	760.0	AU
S14-D45-760.0	MISC	S14	D45	760.0	AU
S14-D55-760.0	MISC	S14	D55	760.0	AU
S15-D7-760.0	MISC	S15	D7	760.0	AU
S15-D20-760.0	MISC	S15	D20	760.0	AU
S15-D21-760.0	MISC	S15	D21	760.0	AU
S15-D22-760.0	MISC	S15	D22	760.0	AU
S15-D23-760.0	MISC	S15	D23	760.0	AU
S15-D31-760.0	MISC	S15	D31	760.0	AU
S15-D32-760.0	MISC	S15	D32	760.0	AU
S15-D44-760.0	MISC	S15	D44	760.0	AU
S15-D45-760.0	MISC	S15	D45	760.0	AU
S15-D46-760.0	MISC	S15	D46	760.0	AU
S15-D47-760.0	MISC	S15	D47	760.0	AU
S15-D56-760.0	MISC	S15	D56	760.0	AU
S16-D8-760.0	MISC	S16	D8	760.0	AU
S16-D22-760.0	MISC	S16	D22	760.0	AU
S16-D23-760.0	MISC	S16	D23	760.0	AU
S16-D24-760.0	MISC	S16	D24	760.0	AU
S16-D25-760.0	MISC	S16	D25	760.0	AU
S16-D32-760.0	MISC	S16	D32	760.0	AU
S16-D33-760.0	MISC	S16	D33	760.0	AU
S16-D46-760.0	MISC	S16	D46	760.0	AU
S16-D47-760.0	MISC	S16	D47	760.0	AU
S16-D48-760.0	MISC	S16	D48	760.0	AU
S16-D49-760.0	MISC	S16	D49	760.0	AU
S16-D57-760.0	MISC	S16	D57	760.0	AU
S17-D9-760.0	MISC	S17	D9	760.0	AU
S17-D24-760.0	MISC	S17	D24	760.0	AU
S17-D25-760.0	MISC	S17	D25	760.0	AU
S17-D33-760.0	MISC	S17	D33	760.0	AU
S17-D48-760.0	MISC	S17	D48	760.0	AU
S17-D49-760.0	MISC	S17	D49	760.0	AU
S17-D58-760.0	MISC	S17	D58	760.0	AU
S18-D26-760.0	MISC	S18	D26	760.0	AU
S18-D34-760.0	MISC	S18	D34	760.0	AU
S18-D35-760.0	MISC	S18	D35	760.0	AU
S18-D36-760.0	MISC	S18	D36	760.0	AU
S18-D50-760.0	MISC	S18	D50	760.0	AU
S18-D51-760.0	MISC	S18	D51	760.0	AU
S19-D27-760.0	MISC	S19	D27	760.0	AU
S19-D35-760.0	MISC	S19	D35	760.0	AU
S19-D36-760.0	MISC	S19	D36	760.0	AU
S19-D37-760.0	MISC	S19	D37	760.0	AU
S19-D38-760.0	MISC	S19	D38	760.0	AU
S19-D51-760.0	MISC	S19	D51	760.0	AU
S19-D52-760.0	MISC	S19	D52	760.0	AU
S19-D63-760.0	MISC	S19	D63	760.0	AU
S20-D28-760.0	MISC	S20	D28	760.0	AU
S20-D37-760.0	MISC	S20	D37	760.0	AU
S20-D38-760.0	MISC	S20	D38	760.0	AU
S20-D39-760.0	MISC	S20	D39	760.0	AU
S20-D40-760.0	MISC	S20	D40	760.0	AU
S20-D52-760.0	MISC	S20	D52	760.0	AU
S20-D53-760.0	MISC	S20	D53	760.0	AU
S21-D29-760.0	MISC	S21	D29	760.0	AU
S21-D39-760.0	MISC	S21	D39	760.0	AU
S21-D40-760.0	MISC	S21	D40	760.0	AU
S21-D41-760.0	MISC	S21	D41	760.0	AU
S21-D42-760.0	MISC	S21	D42	760.0	AU
S21-D53-760.0	MISC	S21	D53	760.0	AU
S21-D54-760.0	MISC	S21	D54	760.0	AU
S21-D64-760.0	MISC	S21	D64	760.0	AU
S22-D30-760.0	MISC	S22	D30	760.0	AU
S22-D41-760.0	MISC	S22	D41	760.0	AU
S22-D42-760.0	MISC	S22	D42	760.0	AU
S22-D43-760.0	MISC	S22	D43	760.0	AU
S22-D44-760.0	MISC	S22	D44	760.0	AU
S22-D54-760.0	MISC	S22	D54	760.0	AU
S22-D55-760.0	MISC	S22	D55	760.0	AU
S23-D31-760.0	MISC	S23	D31	760.0	AU
S23-D43-760.0	MISC	S23	D43	760.0	AU
S23-D44-760.0	MISC	S23	D44	760.0	AU
S23-D45-760.0	MISC	S23	D45	760.0	AU
S23-D46-760.0	MISC	S23	D46	760.0	AU
S23-D55-760.0	MISC	S23	D55	760.0	AU
S23-D56-760.0	MISC	S23	D56	760.0	AU
S23-D65-760.0	MISC	S23	D65	760.0	AU
S24-D32-760.0	MISC	S24	D32	760.0	AU
S24-D45-760.0	MISC	S24	D45	760.0	AU
S24-D46-760.0	MISC	S24	D46	760.0	AU
S24-D47-760.0	MISC	S24	D47	760.0	AU
S24-D48-760.0	MISC	S24	D48	760.0	AU
S24-D56-760.0	MISC	S24	D56	760.0	AU
S24-D57-760.0	MISC	S24	D57	760.0	AU
S25-D33-760.0	MISC	S25	D33	760.0	AU
S25-D47-760.0	MISC	S25	D47	760.0	AU
S25-D48-760.0	MISC	S25	D48	760.0	AU
S25-D49-760.0	MISC	S25	D49	760.0	AU
S25-D57-760.0	MISC	S25	D57	760.0	AU
S25-D58-760.0	MISC	S25	D58	760.0	AU
S25-D66-760.0	MISC	S25	D66	760.0	AU
S1-D1-850.0	MISC	S1	D1	850.0	AU
S1-D2-850.0	MISC	S1	D2	850.0	AU
S1-D10-850.0	MISC	S1	D10	850.0	AU
S1-D11-850.0	MISC	S1	D11	850.0	AU
S1-D12-850.0	MISC	S1	D12	850.0	AU
S1-D26-850.0	MISC	S1	D26	850.0	AU
S1-D59-850.0	MISC	S1	D59	850.0	AU
S2-D2-850.0	MISC	S2	D2	850.0	AU
S2-D3-850.0	MISC	S2	D3	850.0	AU
S2-D11-850.0	MISC	S2	D11	850.0	AU
S2-D12-850.0	MISC	S2	D12	850.0	AU
S2-D13-850.0	MISC	S2	D13	850.0	AU
S2-D14-850.0	MISC	S2	D14	850.0	AU
S2-D27-850.0	MISC	S2	D27	850.0	AU
S3-D3-850.0	MISC	S3	D3	850.0	AU
S3-D4-850.0	MISC	S3	D4	850.0	AU
S3-D13-850.0	MISC	S3	D13	850.0	AU
S3-D14-850.0	MISC	S3	D14	850.0	AU
S3-D15-850.0	MISC	S3	D15	850.0	AU
S3-D16-850.0	MISC	S3	D16	850.0	AU
S3-D28-850.0	MISC	S3	D28	850.0	AU
S3-D60-850.0	MISC	S3	D60	850.0	AU
S4-D4-850.0	MISC	S4	D4	850.0	AU
S4-D5-850.0	MISC	S4	D5	850.0	AU
S4-D15-850.0	MISC	S4	D15	850.0	AU
S4-D16-850.0	MISC	S4	D16	850.0	AU
S4-D17-850.0	MISC	S4	D17	850.0	AU
S4-D18-850.0	MISC	S4	D18	850.0	AU
S4-D29-850.0	MISC	S4	D29	850.0	AU
S5-D5-850.0	MISC	S5	D5	850.0	AU
S5-D6-850.0	MISC	S5	D6	850.0	AU
S5-D17-850.0	MISC	S5	D17	850.0	AU
S5-D18-850.0	MISC	S5	D18	850.0	AU
S5-D19-850.0	MISC	S5	D19	850.0	AU
S5-D20-850.0	MISC	S5	D20	850.0	AU
S5-D30-850.0	MISC	S5	D30	850.0	AU
S5-D61-850.0	MISC	S5	D61	850.0	AU
S6-D6-850.0	MISC	S6	D6	850.0	AU
S6-D7-850.0	MISC	S6	D7	850.0	AU
S6-D19-850.0	MISC	S6	D19	850.0	AU
S6-D20-850.0	MISC	S6	D20	850.0	AU
S6-D21-850.0	MISC	S6	D21	850.0	AU
S6-D22-850.0	MISC	S6	D22	850.0	AU
S6-D31-850.0	MISC	S6	D31	850.0	AU
S7-D7-850.0	MISC	S7	D7	850.0	AU
S7-D8-850.0	MISC	S7	D8	850.0	AU
S7-D21-850.0	MISC	S7	D21	850.0	AU
S7-D22-850.0	MISC	S7	D22	850.0	AU
S7-D23-850.0	MISC	S7	D23	850.0	AU
S7-D24-850.0	MISC	S7	D24	850.0	AU
S7-D32-850.0	MISC	S7	D32	850.0	AU
S7-D62-850.0	MISC	S7	D62	850.0	AU
S8-D8-850.0	MISC	S8	D8	850.0	AU
S8-D9-850.0	MISC	S8	D9	850.0	AU
S8-D23-850.0	MISC	S8	D23	850.0	AU
S8-D24-850.0	MISC	S8	D24	850.0	AU
S8-D25-850.0	MISC	S8	D25	850.0	AU
S8-D33-850.0	MISC	S8	D33	850.0	AU
S9-D1-850.0	MISC	S9	D1	850.0	AU
S9-D10-850.0	MISC	S9	D10	850.0	AU
S9-D11-850.0	MISC	S9	D11	850.0	AU
S9-D26-850.0	MISC	S9	D26	850.0	AU
S9-D34-850.0	MISC	S9	D34	850.0	AU
S9-D35-850.0	MISC	S9	D35	850.0	AU
S9-D50-850.0	MISC	S9	D50	850.0	AU
S10-D2-850.0	MISC	S10	D2	850.0	AU
S10-D10-850.0	MISC	S10	D10	850.0	AU
S10-D11-850.0	MISC	S10	D11	850.0	AU
S10-D12-850.0	MISC	S10	D12	850.0	AU
S10-D13-850.0	MISC	S10	D13	850.0	AU
S10-D26-850.0	MISC	S10	D26	850.0	AU
S10-D27-850.0	MISC	S10	D27	850.0	AU
S10-D34-850.0	MISC	S10	D34	850.0	AU
S10-D35-850.0	MISC	S10	D35	850.0	AU
S10-D36-850.0	MISC	S10	D36	850.0	AU
S10-D37-850.0	MISC	S10	D37	850.0	AU
S10-D51-850.0	MISC	S10	D51	850.0	AU
S11-D3-850.0	MISC	S11	D3	850.0	AU
S11-D12-850.0	MISC	S11	D12	850.0	AU
S11-D13-850.0	MISC	S11	D13	850.0	AU
S11-D14-850.0	MISC	S11	D14	850.0	AU
S11-D15-850.0	MISC	S11	D15	850.0	AU
S11-D27-850.0	MISC	S11	D27	850.0	AU
S11-D28-850.0	MISC	S11	D28	850.0	AU
S11-D36-850.0	MISC	S11	D36	850.0	AU
S11-D37-850.0	MISC	S11	D37	850.0	AU
S11-D38-850.0	MISC	S11	D38	850.0	AU
S11-D39-850.0	MISC	S11	D39	850.0	AU
S11-D52-850.0	MISC	S11	D52	850.0	AU
S12-D4-850.0	MISC	S12	D4	850.0	AU
S12-D14-850.0	MISC	S12	D14	850.0	AU
S12-D15-850.0	MISC	S12	D15	850.0	AU
S12-D16-850.0	MISC	S12	D16	850.0	AU
S12-D17-850.0	MISC	S12	D17	850.0	AU
S12-D28-850.0	MISC	S12	D28	850.0	AU
S12-D29-850.0	MISC	S12	D29	850.0	AU
S12-D38-850.0	MISC	S12	D38	850.0	AU
S12-D39-850.0	MISC	S12	D39	850.0	AU
S12-D40-850.0	MISC	S12	D40	850.0	AU
S12-D41-850.0	MISC	S12	D41	850.0	AU
S12-D53-850.0	MISC	S12	D53	850.0	AU
S13-D5-850.0	MISC	S13	D5	850.0	AU
S13-D16-850.0	MISC	S13	D16	850.0	AU
S13-D17-850.0	MISC	S13	D17	850.0	AU
S13-D18-850.0	MISC	S13	D18	850.0	AU
S13-D19-850.0	MISC	S13	D19	850.0	AU
S13-D29-850.0	MISC	S13	D29	850.0	AU
S13-D30-850.0	MISC	S13	D30	850.0	AU
S13-D40-850.0	MISC	S13	D40	850.0	AU
S13-D41-850.0	MISC	S13	D41	850.0	AU
S13-D42-850.0	MISC	S13	D42	850.0	AU
S13-D43-850.0	MISC	S13	D43	850.0	AU
S13-D54-850.0	MISC	S13	D54	850.0	AU
S14-D6-850.0	MISC	S14	D6	850.0	AU
S14-D18-850.0	MISC	S14	D18	850.0	AU
S14-D19-850.0	MISC	S14	D19	850.0	AU
S14-D20-850.0	MISC	S14	D20	850.0	AU
S14-D21-850.0	MISC	S14	D21	850.0	AU
S14-D30-850.0	MISC	S14	D30	850.0	AU
S14-D31-850.0	MISC	S14	D31	850.0	AU
S14-D42-850.0	MISC	S14	D42	850.0	AU
S14-D43-850.0	MISC	S14	D43	850.0	AU
S14-D44-850.0	MISC	S14	D44	850.0	AU
S14-D45-850.0	MISC	S14	D45	850.0	AU
S14-D55-850.0	MISC	S14	D55	850.0	AU
S15-D7-850.0	MISC	S15	D7	850.0	AU
S15-D20-850.0	MISC	S15	D20	850.0	AU
S15-D21-850.0	MISC	S15	D21	850.0	AU
S15-D22-850.0	MISC	S15	D22	850.0	AU
S15-D23-850.0	MISC	S15	D23	850.0	AU
S15-D31-850.0	MISC	S15	D31	850.0	AU
S15-D32-850.0	MISC	S15	D32	850.0	AU
S15-D44-850.0	MISC	S15	D44	850.0	AU
S15-D45-850.0	MISC	S15	D45	850.0	AU
S15-D46-850.0	MISC	S15	D46	850.0	AU
S15-D47-850.0	MISC	S15	D47	850.0	AU
S15-D56-850.0	MISC	S15	D56	850.0	AU
S16-D8-850.0	MISC	S16	D8	850.0	AU
S16-D22-850.0	MISC	S16	D22	850.0	AU
S16-D23-850.0	MISC	S16	D23	850.0	AU
S16-D24-850.0	MISC	S16	D24	850.0	AU
S16-D25-850.0	MISC	S16	D25	850.0	AU
S16-D32-850.0	MISC	S16	D32	850.0	AU
S16-D33-850.0	MISC	S16	D33	850.0	AU
S16-D46-850.0	MISC	S16	D46	850.0	AU
S16-D47-850.0	MISC	S16	D47	850.0	AU
S16-D48-850.0	MISC	S16	D48	850.0	AU
S16-D49-850.0	MISC	S16	D49	850.0	AU
S16-D57-850.0	MISC	S16	D57	850.0	AU
S17-D9-850.0	MISC	S17	D9	850.0	AU
S17-D24-850.0	MISC	S17	D24	850.0	AU
S17-D25-850.0	MISC	S17	D25	850.0	AU
S17-D33-850.0	MISC	S17	D33	850.0	AU
S17-D48-850.0	MISC	S17	D48	850.0	AU
S17-D49-850.0	MISC	S17	D49	850.0	AU
S17-D58-850.0	MISC	S17	D58	850.0	AU
S18-D26-850.0	MISC	S18	D26	850.0	AU
S18-D34-850.0	MISC	S18	D34	850.0	AU
S18-D35-850.0	MISC	S18	D35	850.0	AU
S18-D36-850.0	MISC	S18	D36	850.0	AU
S18-D50-850.0	MISC	S18	D50	850.0	AU
S18-D51-850.0	MISC	S18	D51	850.0	AU
S19-D27-850.0	MISC	S19	D27	850.0	AU
S19-D35-850.0	MISC	S19	D35	850.0	AU
S19-D36-850.0	MISC	S19	D36	850.0	AU
S19-D37-850.0	MISC	S19	D37	850.0	AU
S19-D38-850.0	MISC	S19	D38	850.0	AU
S19-D51-850.0	MISC	S19	D51	850.0	AU
S19-D52-850.0	MISC	S19	D52	850.0	AU
S19-D63-850.0	MISC	S19	D63	850.0	AU
S20-D28-850.0	MISC	S20	D28	850.0	AU
S20-D37-850.0	MISC	S20	D37	850.0	AU
S20-D38-850.0	MISC	S20	D38	850.0	AU
S20-D39-850.0	MISC	S20	D39	850.0	AU
S20-D40-850.0	MISC	S20	D40	850.0	AU
S20-D52-850.0	MISC	S20	D52	850.0	AU
S20-D53-850.0	MISC	S20	D53	850.0	AU
S21-D29-850.0	MISC	S21	D29	850.0	AU
S21-D39-850.0	MISC	S21	D39	850.0	AU
S21-D40-850.0	MISC	S21	D40	850.0	AU
S21-D41-850.0	MISC	S21	D41	850.0	AU
S21-D42-850.0	MISC	S21	D42	850.0	AU
S21-D53-850.0	MISC	S21	D53	850.0	AU
S21-D54-850.0	MISC	S21	D54	850.0	AU
S21-D64-850.0	MISC	S21	D64	850.0	AU
S22-D30-850.0	MISC	S22	D30	850.0	AU
S22-D41-850.0	MISC	S22	D41	850.0	AU
S22-D42-850.0	MISC	S22	D42	850.0	AU
S22-D43-850.0	MISC	S22	D43	850.0	AU
S22-D44-850.0	MISC	S22	D44	850.0	AU
S22-D54-850.0	MISC	S22	D54	850.0	AU
S22-D55-850.0	MISC	S22	D55	850.0	AU
S23-D31-850.0	MISC	S23	D31	850.0	AU
S23-D43-850.0	MISC	S23	D43	850.0	AU
S23-D44-850.0	MISC	S23	D44	850.0	AU
S23-D45-850.0	MISC	S23	D45	850.0	AU
S23-D46-850.0	MISC	S23	D46	850.0	AU
S23-D55-850.0	MISC	S23	D55	850.0	AU
S23-D56-850.0	MISC	S23	D56	850.0	AU
S23-D65-850.0	MISC	S23	D65	850.0	AU
S24-D32-850.0	MISC	S24	D32	850.0	AU
S24-D45-850.0	MISC	S24	D45	850.0	AU
S24-D46-850.0	MISC	S24	D46	850.0	AU
S24-D47-850.0	MISC	S24	D47	850.0	AU
S24-D48-850.0	MISC	S24	D48	850.0	AU
S24-D56-850.0	MISC	S24	D56	850.0	AU
S24-D57-850.0	MISC	S24	D57	850.0	AU
S25-D33-850.0	MISC	S25	D33	850.0	AU
S25-D47-850.0	MISC	S25	D47	850.0	AU
S25-D48-850.0	MISC	S25	D48	850.0	AU
S25-D49-850.0	MISC	S25	D49	850.0	AU
S25-D57-850.0	MISC	S25	D57	850.0	AU
S25-D58-850.0	MISC	S25	D58	850.0	AU
S25-D66-850.0	MISC	S25	D66	850.0	AU
